TQ,DPQ,C,OU,DI,DFT,DFO,RD
0,4,3,2,131,21,16,7
4,2,1,3,23,0,23,6
0,4,1,0,28,3,0,6
2,0,4,2,59,69,2,8
2,1,2,2,21,7,28,4
2,4,4,3,77,11,17,16
2,2,0,3,35,1,24,1
2,1,4,2,39,0,20,7
4,1,4,0,51,0,7,24
3,4,4,4,6,3,19,13
3,4,4,1,48,9,0,27
3,0,1,0,17,6,17,2
2,3,0,4,47,20,3,10
3,1,1,3,22,2,1,20
2,1,4,1,56,3,13,12
0,1,1,0,4,10,9,0
2,3,0,2,40,26,36,2
1,0,2,4,55,7,12,10
3,4,2,3,70,16,1,24
2,3,4,2,27,10,10,15
0,0,1,0,57,3,19,4
4,4,0,4,27,6,9,1
2,1,3,1,47,8,14,0
3,2,4,3,7,61,63,3
4,0,0,4,18,6,16,2
1,4,3,0,22,5,20,1
4,2,0,1,26,13,6,18
2,2,3,3,67,12,7,4
1,3,3,3,35,41,8,1
2,1,2,3,25,16,10,4
1,4,3,2,34,10,67,12
0,3,3,3,49,0,33,4
4,1,1,2,55,1,32,18
0,1,1,1,44,5,2,1
1,0,4,2,21,22,10,6
2,4,2,0,14,13,20,1
2,0,4,0,13,9,7,3
2,0,2,2,9,1,5,0
4,1,0,2,6,67,1,12
4,3,4,0,63,0,11,4
0,0,3,0,36,3,5,19
1,3,0,1,18,0,5,7
4,2,4,2,44,1,4,11
2,3,2,1,46,9,37,4
0,0,1,2,13,14,26,8
0,0,3,1,2,17,3,11
4,1,3,4,67,4,17,21
1,0,4,0,32,9,4,1
3,2,2,3,48,7,47,0
4,1,2,4,29,1,9,9
4,3,3,4,20,19,8,20
0,3,3,3,42,12,3,7
0,0,4,2,1,27,13,9
0,2,2,4,20,1,3,3
2,2,0,0,26,6,29,2
0,3,0,1,8,34,21,0
3,1,1,4,46,8,4,4
2,0,4,0,49,3,29,28
3,2,1,1,19,0,14,9
0,2,0,3,23,8,12,14
4,0,1,4,62,4,1,2
0,1,0,2,44,0,10,12
1,2,2,1,26,5,10,3
1,1,3,1,70,15,24,17
2,2,4,4,35,12,38,4
0,3,2,3,1,16,44,23
1,4,2,2,64,18,26,2
4,3,0,3,52,6,4,8
4,1,4,0,40,24,2,4
1,0,0,2,20,36,7,13
3,4,4,2,31,79,11,5
3,2,0,2,74,10,3,25
1,1,2,0,54,6,4,10
3,4,2,1,27,13,0,18
4,2,0,2,26,7,1,5
0,4,1,3,30,0,36,11
0,1,4,2,1,5,51,9
0,0,0,0,17,33,25,1
2,2,3,4,17,4,50,1
2,4,2,4,31,3,25,7
3,1,0,3,2,11,59,7
4,0,3,4,4,6,6,3
4,1,4,1,57,18,30,7
0,0,3,3,8,3,8,2
2,0,2,2,67,22,20,1
2,4,3,0,27,6,7,2
4,3,4,3,32,26,6,10
3,2,2,1,40,5,23,2
4,3,1,2,43,5,14,0
2,2,0,2,10,1,0,14
0,2,2,2,79,4,34,3
3,3,0,2,49,10,9,4
2,2,2,2,13,31,11,12
0,0,0,0,14,40,8,0
4,3,1,2,2,3,2,4
1,2,4,0,16,21,5,15
4,1,3,3,31,26,17,1
1,2,4,2,4,19,30,4
2,3,4,4,73,42,21,3
4,2,0,4,29,20,7,9
1,1,2,0,46,4,5,0
1,0,2,2,36,16,31,11
2,1,4,3,54,1,2,13
4,3,1,1,24,11,13,0
1,1,1,0,30,2,18,3
1,2,3,2,34,20,30,16
4,2,0,4,63,7,36,9
0,4,3,0,12,8,44,2
2,1,3,3,21,6,7,18
3,3,4,4,3,3,16,8
1,1,4,3,9,42,7,17
2,1,0,2,37,7,11,2
2,0,0,4,44,13,14,26
4,3,4,2,7,4,5,0
0,4,3,2,10,19,24,18
4,3,3,1,82,3,12,6
0,2,2,3,10,11,1,1
3,0,2,0,40,3,68,13
3,1,1,4,56,32,16,5
3,4,2,4,32,7,6,1
1,3,1,4,7,6,24,7
2,2,2,1,49,1,39,0
0,0,1,0,39,22,11,11
0,4,4,3,23,7,5,3
2,1,3,0,14,8,0,3
3,0,3,0,23,33,3,4
0,1,4,2,27,12,8,6
0,0,3,0,6,10,13,10
3,3,2,1,76,6,42,0
4,3,4,4,50,4,1,4
3,1,2,4,32,2,1,9
1,2,1,4,4,0,16,0
1,1,2,3,2,20,0,11
3,1,4,2,41,3,3,12
2,4,2,2,14,8,14,2
4,4,2,4,17,13,17,5
2,0,3,0,38,28,10,14
2,1,4,4,27,6,21,4
0,2,2,3,11,33,36,18
2,1,3,2,35,6,11,9
0,4,4,4,7,42,3,0
1,1,4,1,13,22,12,1
4,0,4,3,4,6,6,13
2,3,0,2,18,15,20,8
2,1,0,0,26,23,5,12
3,2,2,2,5,2,8,4
0,4,3,0,3,0,0,8
4,1,4,0,33,3,4,0
0,2,4,3,1,6,12,5
0,4,1,3,31,16,0,7
2,4,1,1,7,9,8,4
2,0,2,3,19,9,11,6
2,2,3,3,12,30,4,5
3,2,2,2,40,13,45,15
3,0,2,3,32,4,6,2
2,0,0,3,22,7,0,5
1,4,0,0,10,12,1,10
3,4,0,3,40,15,2,1
4,3,2,2,24,19,5,3
2,4,2,3,2,9,19,3
4,2,4,2,29,14,6,1
1,4,0,2,76,20,13,11
0,3,2,1,58,35,10,18
0,4,1,4,37,6,20,2
1,2,3,3,45,6,30,0
0,4,0,4,23,16,7,5
2,1,2,0,11,27,31,2
3,3,1,3,20,26,15,10
4,1,1,4,4,9,0,7
2,1,1,2,47,30,41,3
0,3,2,1,22,5,9,2
3,1,0,3,57,5,45,2
4,0,4,2,54,13,26,0
2,3,1,3,24,42,19,6
4,2,0,2,52,11,28,7
1,0,1,2,5,64,2,34
3,3,4,3,19,9,38,8
2,3,4,1,27,4,11,14
0,2,0,4,22,5,19,4
3,4,2,0,14,13,14,0
0,2,3,2,50,13,12,9
0,3,2,0,15,20,9,4
1,0,0,0,46,5,1,3
0,4,3,0,17,1,5,6
3,1,1,0,6,7,0,17
1,0,2,1,14,3,14,21
2,0,0,0,24,4,55,3
1,4,4,1,8,7,0,16
1,1,2,1,5,53,2,13
3,0,2,2,17,9,13,8
2,3,2,2,6,0,27,7
4,1,4,4,24,4,34,11
1,0,0,2,12,22,22,2
2,4,4,3,59,13,19,0
0,2,0,3,58,5,38,9
4,4,4,3,57,17,16,7
2,2,1,2,8,5,12,10
1,0,4,0,37,30,13,6
1,4,1,3,33,7,4,8
1,3,4,0,23,4,8,29
1,1,1,1,58,6,8,9
3,4,1,1,59,9,29,7
0,0,3,2,13,0,19,3
0,4,3,2,2,4,0,7
1,0,0,4,3,4,4,6
0,1,0,3,2,19,4,3
4,1,2,0,48,24,11,3
3,2,1,3,16,20,2,17
3,0,1,0,15,3,1,2
3,3,1,2,49,9,5,2
4,4,1,2,18,52,42,8
2,3,4,4,24,13,5,17
2,3,2,4,65,6,35,7
4,0,4,2,37,8,41,16
2,0,2,2,42,1,29,17
1,3,2,2,78,19,38,10
3,1,0,4,12,6,19,5
3,2,4,2,38,43,4,31
1,3,0,2,33,9,4,7
4,2,2,4,61,63,13,2
3,0,1,4,2,19,1,1
3,2,1,0,42,10,18,1
4,3,2,4,10,21,15,14
3,2,2,3,4,12,3,1
3,4,4,1,22,5,20,9
3,1,4,1,18,2,12,2
1,2,2,3,6,1,16,2
0,1,3,0,62,16,7,10
4,2,2,3,10,14,5,11
1,4,0,3,32,15,0,4
0,2,1,1,20,1,1,12
3,3,0,0,11,38,0,6
2,0,1,3,23,3,5,16
2,1,4,0,31,19,17,2
2,3,2,0,23,20,15,24
3,4,4,1,33,25,17,1
0,1,2,3,29,13,11,2
3,2,4,3,28,2,14,4
1,2,4,3,39,16,0,5
3,4,3,1,60,35,1,1
1,0,0,1,7,8,37,17
4,0,2,1,36,28,11,15
3,2,4,4,52,42,18,14
2,0,0,0,63,15,3,0
0,3,0,0,44,11,13,13
3,4,3,3,7,14,10,9
2,2,0,3,12,11,3,16
4,4,4,2,38,3,3,21
2,4,3,0,78,31,2,5
1,4,3,3,79,10,2,14
3,2,3,0,33,8,1,2
4,2,4,3,26,3,13,1
4,1,4,4,10,39,9,23
3,2,4,2,78,1,51,10
2,0,1,2,39,27,36,20
1,2,2,1,0,5,12,3
4,1,0,1,15,12,7,1
1,2,1,0,27,49,5,4
1,3,3,4,8,19,16,9
0,3,3,4,11,10,39,6
3,4,3,3,0,8,4,21
0,3,4,3,18,1,8,8
1,0,4,2,49,13,15,1
4,3,2,1,30,24,15,8
0,3,0,3,3,24,0,24
4,3,2,4,2,17,17,11
2,1,2,1,53,5,2,8
1,0,4,0,30,1,3,1
4,3,1,2,12,12,2,9
3,1,2,2,56,6,24,13
2,2,4,1,7,3,1,7
1,2,4,3,68,0,18,5
4,1,0,3,35,7,7,0
1,0,1,0,15,31,18,0
4,4,3,2,37,0,8,11
2,2,3,0,10,33,34,4
3,2,0,0,43,31,2,4
4,0,4,3,55,24,0,6
0,2,3,4,38,22,2,3
0,2,0,3,20,9,7,17
1,1,4,3,7,10,17,5
3,1,3,1,1,18,7,1
3,1,1,0,10,28,4,5
0,2,4,2,20,30,5,4
0,4,1,4,41,5,10,6
0,0,4,3,23,3,17,3
2,3,0,4,15,23,19,1
4,3,2,4,9,33,1,17
4,1,1,3,47,17,4,5
3,4,1,4,28,16,11,0
1,4,0,0,86,0,19,0
4,4,0,3,38,16,12,7
0,1,3,3,17,17,14,2
1,2,0,3,44,36,0,8
3,4,2,0,10,26,22,1
1,2,4,4,3,7,5,18
3,2,0,4,28,11,23,14
4,4,2,0,5,30,28,1
4,2,1,0,17,7,9,2
3,0,2,2,41,9,24,4
1,2,4,2,2,1,7,1
1,0,4,4,71,9,21,2
0,2,4,1,15,1,2,4
1,4,1,4,45,57,8,5
0,3,2,1,17,2,11,5
4,3,1,0,79,7,33,0
2,1,1,0,4,5,19,2
2,0,2,3,7,9,6,6
0,3,2,3,25,23,11,7
1,4,1,1,50,5,3,6
1,1,2,3,19,10,14,3
2,4,4,4,37,0,15,7
2,1,4,4,34,19,9,5
2,4,0,2,15,3,0,11
0,4,4,2,13,10,5,10
2,3,0,0,72,22,7,9
1,3,1,4,34,75,14,0
0,3,2,2,1,46,3,2
2,4,1,1,31,2,3,0
2,1,4,4,17,44,20,4
1,0,0,1,12,1,12,10
1,1,3,0,27,2,16,18
1,3,0,4,11,58,0,1
3,1,0,2,14,0,10,5
1,1,3,3,7,2,36,6
4,0,4,3,31,20,17,15
4,3,3,1,15,5,4,17
1,0,0,3,16,21,24,8
4,3,0,1,21,8,1,5
4,0,1,4,22,77,1,1
1,4,2,3,0,26,3,8
1,2,2,2,17,27,35,0
1,1,3,3,19,12,26,5
3,1,0,4,0,14,3,28
1,3,4,1,79,9,6,9
4,4,2,1,29,6,11,6
4,0,4,0,7,56,0,19
0,1,3,4,37,56,23,0
1,4,1,1,49,31,0,6
4,0,3,2,36,10,13,3
1,2,1,4,30,29,10,13
4,3,4,2,16,28,2,10
1,1,0,2,34,20,22,0
0,4,4,4,8,23,4,9
2,3,0,2,31,61,34,1
3,3,2,1,92,30,33,15
2,3,3,4,24,5,4,0
3,0,0,0,11,8,60,3
1,1,0,3,50,6,4,1
2,0,3,2,29,13,15,2
4,4,1,3,23,3,14,14
0,1,1,4,34,37,11,7
1,2,1,0,38,2,10,18
0,0,0,0,13,4,12,6
4,0,4,2,3,5,17,4
3,4,1,1,30,6,3,19
0,3,4,3,25,9,29,5
2,1,3,0,88,18,42,1
2,0,4,3,20,17,6,26
4,1,2,1,8,34,5,1
1,2,4,1,0,54,12,26
3,2,3,3,52,20,10,3
4,2,4,3,13,3,2,3
1,1,2,0,1,9,3,34
1,1,3,0,19,9,14,4
2,0,2,2,2,2,20,2
2,1,4,1,21,7,5,30
0,3,1,4,41,26,5,2
0,3,1,2,64,21,51,6
3,1,4,4,19,10,6,4
0,2,3,3,70,1,3,10
2,4,1,0,50,24,20,4
4,1,4,2,45,14,1,2
1,3,0,0,35,29,24,1
3,1,3,2,18,8,3,10
4,1,2,1,35,39,10,6
2,3,0,3,28,21,27,10
2,1,3,3,18,42,9,9
2,2,4,1,48,12,4,25
4,4,4,0,1,0,4,3
0,3,0,4,42,35,1,9
3,3,4,2,12,4,8,15
2,0,2,1,4,23,15,2
2,1,1,0,22,5,15,4
2,1,0,3,10,45,14,0
1,1,3,3,4,1,24,2
3,1,4,4,61,2,16,11
2,0,0,4,55,7,11,0
3,0,1,3,70,3,8,22
4,0,3,1,42,38,3,6
3,1,1,1,68,6,21,5
0,3,0,0,65,18,1,9
0,3,2,3,10,3,20,2
0,3,0,2,43,9,21,7
1,2,4,0,14,7,13,1
4,4,1,4,35,4,26,3
4,0,2,4,11,6,46,16
3,1,0,2,44,22,16,14
2,1,4,1,77,9,18,0
0,1,1,1,94,15,11,7
3,0,4,1,5,11,0,1
1,4,1,0,17,0,19,5
4,2,1,2,4,16,21,5
2,2,0,4,47,7,10,7
3,0,4,0,56,27,18,5
2,2,2,3,29,6,2,14
3,2,0,4,15,5,5,4
1,4,4,0,28,27,1,0
4,4,1,4,20,10,7,5
4,2,3,3,5,9,35,0
0,3,3,4,37,13,7,5
3,3,1,0,22,0,8,5
1,3,1,2,16,35,48,2
3,2,0,0,5,11,0,19
0,0,3,1,16,12,13,6
4,3,4,0,54,6,13,9
3,1,2,4,30,15,11,28
4,3,0,3,23,1,15,3
2,3,2,3,48,1,1,4
2,2,3,3,13,7,1,12
1,1,2,4,3,15,44,13
2,3,0,1,3,0,0,1
4,2,1,4,5,15,0,6
4,1,4,1,26,9,0,22
2,1,3,2,13,47,9,10
3,4,1,0,35,0,1,2
1,3,1,4,101,6,13,9
3,1,2,4,58,6,6,5
4,2,0,3,4,11,3,7
2,2,0,2,25,6,13,6
2,3,0,2,58,6,18,3
0,4,4,4,84,19,1,0
3,1,0,4,14,29,3,8
1,1,0,2,64,48,31,5
4,3,4,4,18,3,9,0
3,4,1,1,10,8,22,1
3,2,3,1,0,10,7,4
4,4,4,1,38,0,4,0
2,4,4,4,35,7,3,2
0,1,4,2,12,1,4,3
2,0,1,4,12,3,12,13
4,4,4,0,6,47,45,3
0,0,2,3,37,27,1,7
1,2,4,1,24,26,4,13
0,2,0,0,48,48,1,8
0,1,1,1,26,29,6,0
0,3,2,1,25,9,33,6
4,3,2,2,23,2,6,3
0,1,2,3,26,30,0,6
0,0,2,4,9,7,1,8
2,4,0,4,29,0,3,7
0,2,1,1,3,13,13,18
4,1,4,2,22,4,9,0
2,3,0,3,81,16,4,7
0,1,3,0,36,24,7,26
3,2,3,1,38,1,14,0
1,1,2,4,41,6,3,13
0,3,0,0,22,2,10,13
0,2,0,4,18,11,0,12
1,3,2,2,10,1,8,38
2,3,2,4,37,3,33,30
2,0,2,2,11,6,15,0
0,0,0,1,13,1,7,36
0,2,0,1,35,12,0,2
2,3,0,4,9,12,5,26
3,1,4,0,5,12,24,1
2,1,0,4,0,3,31,5
1,2,2,2,5,1,7,3
2,2,2,1,63,12,42,10
0,1,3,3,49,9,5,25
4,3,3,2,50,4,0,4
4,1,1,3,43,0,9,9
1,1,0,1,17,0,43,1
0,0,1,3,27,6,15,2
2,4,1,4,20,0,11,0
4,3,2,4,14,18,1,6
2,2,4,2,22,9,8,15
4,4,4,2,11,13,41,2
2,3,2,3,55,9,47,21
2,0,1,4,37,1,12,5
1,2,2,4,47,11,2,6
1,2,1,3,37,8,3,0
2,0,0,3,19,17,12,4
0,0,4,2,91,3,6,8
3,3,3,4,7,6,3,3
3,2,2,3,36,12,4,7
4,4,2,2,33,14,0,11
4,0,2,2,10,23,12,2
1,1,0,4,20,26,13,4
4,2,2,1,30,3,9,13
2,3,3,1,36,2,8,8
4,4,4,0,83,0,6,6
4,0,0,3,46,2,6,1
4,0,2,3,80,19,75,7
2,2,4,3,26,3,3,16
1,2,2,1,23,1,39,14
4,2,2,3,42,47,3,25
1,0,1,0,12,9,10,19
2,0,1,0,28,23,7,3
0,3,4,2,5,55,22,12
0,0,2,3,41,10,17,2
4,3,1,3,52,28,23,1
4,1,3,4,8,21,2,1
2,3,4,0,34,5,0,5
1,2,1,0,37,2,2,2
0,3,1,4,6,7,23,0
4,0,3,3,52,2,4,12
4,4,4,0,25,45,1,3
2,4,1,1,24,49,13,0
2,2,4,2,52,21,17,7
1,0,0,1,23,21,2,3
1,0,0,3,49,8,6,7
3,4,2,0,77,3,5,0
0,3,3,3,0,18,6,1
4,4,4,2,4,16,14,1
2,0,0,4,24,11,41,4
4,4,3,1,47,2,7,5
1,4,0,1,11,13,8,13
4,1,1,3,1,27,4,19
0,3,1,3,64,20,0,11
0,4,2,0,24,2,7,6
1,4,0,0,24,23,7,13
4,1,1,2,0,26,1,6
1,0,0,0,16,3,6,0
2,0,4,2,5,5,8,10
0,2,1,1,19,7,78,0
2,2,3,4,34,3,17,18
3,2,0,3,37,35,14,16
0,1,3,3,41,19,39,21
0,3,4,2,47,0,0,0
0,3,2,4,28,7,35,10
1,0,1,1,75,1,23,3
0,1,4,4,8,6,2,23
2,1,2,0,29,2,0,2
3,2,0,1,23,1,5,4
4,3,3,0,17,11,56,6
4,3,4,1,47,25,9,0
4,3,4,2,21,21,26,4
2,4,4,1,37,24,5,1
3,1,2,0,66,65,0,2
3,4,3,3,9,43,19,6
0,2,2,0,9,26,17,15
0,3,1,3,20,5,20,0
4,0,3,1,54,1,3,2
1,0,4,1,22,5,18,5
3,2,3,2,63,18,21,9
4,1,2,0,34,25,1,0
3,3,2,1,55,10,1,3
0,3,0,3,38,8,4,3
2,2,3,3,28,15,6,6
4,4,3,0,11,68,1,18
4,0,1,1,21,9,9,4
1,1,4,1,22,17,16,5
1,2,2,0,35,54,2,3
2,4,2,4,36,14,15,9
3,3,3,0,81,18,43,0
3,3,1,2,10,19,52,5
1,1,2,4,21,14,9,1
3,3,2,1,9,25,1,4
3,3,1,3,43,27,9,2
4,0,3,3,38,14,12,10
2,0,1,1,0,17,11,12
3,3,1,4,2,20,8,2
4,3,1,4,64,13,6,1
4,3,1,3,44,11,20,19
1,2,3,2,14,3,4,3
0,2,3,2,18,3,16,5
2,1,4,0,10,28,5,6
3,4,3,1,34,3,4,9
1,2,0,2,9,9,18,10
1,2,4,4,6,4,0,6
0,4,1,2,36,26,0,0
2,1,4,3,26,3,7,1
2,1,4,1,27,6,2,7
1,0,0,0,18,9,35,9
2,3,2,3,10,3,3,1
3,3,0,3,19,1,26,0
1,4,1,3,40,2,26,2
2,1,2,3,36,16,0,1
1,2,1,0,37,4,1,1
0,4,0,1,20,10,4,15
0,4,3,2,13,4,6,5
1,2,1,1,12,7,2,10
0,0,2,4,24,16,16,6
4,3,1,2,39,7,14,20
4,3,3,4,34,0,34,2
2,4,4,1,24,22,24,25
1,2,3,4,34,19,0,0
2,2,1,4,21,22,2,4
4,1,2,2,19,11,1,1
1,3,3,0,2,22,21,11
3,3,2,2,73,14,6,0
0,1,4,1,0,19,15,15
2,3,3,4,69,21,21,4
4,2,1,2,76,4,13,11
1,3,1,4,22,1,3,0
1,2,3,1,50,8,2,8
3,4,0,0,20,7,19,0
2,3,0,2,2,15,29,1
3,4,0,2,6,29,3,26
3,2,3,2,6,7,6,4
3,1,0,3,8,11,21,11
3,0,2,0,8,9,17,8
0,3,0,4,33,1,33,1
2,3,2,3,4,7,6,5
3,1,2,2,21,23,13,21
3,0,0,1,48,3,4,9
4,4,1,2,23,9,7,15
2,4,1,0,22,21,14,5
4,3,3,3,24,5,0,3
4,0,3,4,46,26,17,10
2,2,1,2,38,4,5,2
0,4,4,0,44,2,13,10
4,1,0,4,85,10,2,5
4,2,4,2,27,0,17,2
2,0,1,0,27,9,13,0
1,4,4,0,69,4,54,4
4,2,3,2,77,11,11,7
3,0,0,1,2,0,6,1
1,2,3,3,36,17,14,20
4,3,0,4,52,13,11,2
2,1,1,2,16,13,4,5
4,2,0,2,48,5,18,5
3,3,3,3,63,3,4,0
1,0,4,0,44,3,14,4
4,0,1,3,20,34,7,15
2,4,0,2,66,25,31,6
2,4,4,1,24,8,31,17
3,1,1,4,36,9,4,4
3,0,4,0,19,8,14,12
0,2,4,2,18,2,28,2
4,1,3,0,13,13,3,6
1,0,2,1,41,3,16,1
3,3,2,3,3,9,24,6
3,4,2,4,44,11,10,2
3,3,0,3,18,11,17,18
3,3,2,1,20,29,20,16
3,1,2,4,73,24,28,14
4,3,1,3,64,31,4,0
2,0,0,4,9,16,5,11
2,1,2,3,22,14,31,10
4,1,4,4,5,17,3,7
3,2,2,4,13,2,21,7
3,0,2,4,74,25,2,6
4,2,2,2,24,13,60,6
1,0,0,1,65,3,1,5
3,3,2,2,11,3,26,6
2,2,2,4,5,0,16,5
3,3,3,0,21,25,3,13
1,1,0,4,4,14,4,4
0,0,1,2,17,1,14,0
2,3,0,3,17,25,16,2
4,3,4,2,62,5,17,1
4,4,4,2,18,2,18,8
4,0,0,1,13,4,8,1
0,2,2,1,46,7,14,29
2,1,4,0,45,8,7,8
2,2,2,4,38,1,26,1
1,4,3,1,36,2,3,7
0,3,3,4,45,13,6,7
3,0,4,2,58,12,2,5
2,4,0,2,57,0,32,5
1,1,2,0,19,1,3,20
0,1,2,1,19,12,2,2
1,1,2,3,23,23,14,17
1,1,1,4,37,5,6,10
0,1,4,2,33,5,31,1
0,4,1,1,15,29,8,8
2,1,4,1,49,7,9,2
3,3,4,3,26,10,29,9
0,0,4,1,49,3,14,3
4,0,4,3,14,22,34,5
0,3,0,2,29,46,7,0
3,3,4,1,13,3,7,3
2,1,4,2,24,1,31,0
4,3,2,4,11,8,0,15
1,0,0,4,0,4,0,5
3,0,0,4,1,4,26,0
3,3,2,4,31,6,17,8
3,3,3,1,1,2,31,0
3,1,4,0,57,44,11,2
1,3,2,3,81,13,17,3
0,0,4,0,11,16,6,6
2,1,0,2,4,2,9,1
2,4,1,0,15,32,8,11
3,0,3,1,33,10,13,8
3,0,3,0,15,14,1,4
0,3,1,0,46,53,35,7
3,3,4,0,74,14,20,31
1,4,4,1,41,13,3,3
1,4,3,1,80,10,8,2
1,0,0,2,34,11,25,13
2,2,1,1,34,6,7,6
3,3,0,2,19,3,8,8
2,0,2,1,17,0,0,17
4,3,3,4,13,7,33,2
2,3,3,1,5,8,11,2
2,2,0,0,49,11,4,7
1,1,4,4,29,14,28,21
0,2,4,3,61,15,8,1
4,1,1,2,57,18,19,27
0,0,0,3,53,30,32,9
4,3,3,3,39,13,2,14
0,0,2,2,10,17,23,10
4,4,2,1,33,0,0,6
0,4,0,1,26,10,2,4
1,3,1,2,12,3,18,3
3,3,3,2,13,11,29,0
4,1,0,4,64,15,13,35
4,2,4,2,36,9,27,8
1,0,3,2,59,28,9,20
2,0,0,4,41,20,5,31
3,0,0,4,53,43,10,1
1,4,0,4,67,15,1,2
1,4,2,1,12,0,29,14
4,1,2,4,31,8,2,4
0,1,2,1,22,10,4,16
3,1,2,4,61,16,4,22
3,1,3,3,25,1,18,12
0,4,1,4,21,7,15,17
4,4,3,4,24,10,11,3
1,1,0,0,69,28,12,7
1,1,3,4,34,6,34,26
3,2,3,0,2,12,11,25
3,1,4,3,56,8,2,12
0,3,4,3,14,13,3,4
3,1,2,1,6,5,7,21
0,2,1,2,12,12,8,26
2,2,2,3,42,1,5,1
4,4,4,3,13,10,8,13
2,4,2,0,8,13,1,7
0,4,3,0,8,10,5,1
1,0,3,4,20,11,15,1
4,3,1,0,7,4,26,7
1,3,0,0,17,10,10,6
4,3,2,4,96,15,8,35
1,4,1,4,41,13,2,12
1,4,2,0,22,6,18,13
3,4,4,2,13,0,11,0
2,3,1,1,0,15,1,24
0,4,4,0,36,3,3,10
0,3,1,1,42,0,10,17
1,4,0,0,6,8,11,30
0,4,4,2,37,3,1,11
2,0,4,2,44,37,5,1
0,3,0,2,8,5,1,0
1,4,2,4,41,8,1,11
1,1,4,3,24,6,4,7
3,1,3,1,63,28,37,27
3,1,2,1,36,4,6,0
0,2,4,4,52,4,5,5
3,3,3,2,27,17,6,0
3,0,0,3,6,34,13,18
0,2,0,0,56,9,15,2
4,1,1,0,58,16,33,5
4,0,4,4,47,11,2,22
4,0,4,1,26,4,23,0
1,0,1,4,6,38,14,12
4,0,4,2,10,31,22,1
4,0,2,4,31,3,4,2
2,0,3,2,5,17,7,4
3,4,1,0,4,1,50,0
4,1,4,0,3,34,8,9
4,2,2,2,20,9,5,8
3,4,2,4,4,14,10,10
2,0,1,2,46,1,0,1
4,4,1,2,25,18,37,9
1,1,3,0,63,21,3,4
2,2,3,2,16,0,0,1
2,0,3,3,21,0,13,2
2,3,1,2,35,26,43,14
0,3,4,1,4,7,19,2
3,4,0,3,26,2,2,3
3,2,3,0,15,17,13,0
4,2,1,3,52,12,12,2
0,3,2,0,38,30,10,0
0,3,1,2,10,1,5,2
0,3,0,4,28,31,16,30
3,0,0,1,20,21,1,9
3,2,3,2,11,2,1,1
0,3,2,3,11,10,17,4
0,4,4,1,38,10,5,12
1,4,1,0,4,19,7,7
2,1,4,4,4,10,22,28
0,0,4,0,40,24,25,7
3,3,1,3,15,17,34,12
1,4,0,2,32,16,37,7
3,3,2,1,10,10,0,1
3,1,1,1,25,34,8,1
4,2,1,0,26,30,0,18
1,4,0,1,4,11,16,10
0,3,0,0,14,17,1,22
2,3,4,4,8,17,37,0
2,2,2,1,21,6,23,6
3,1,0,3,11,44,3,13
4,3,3,2,26,0,5,1
3,0,1,2,58,8,0,1
3,2,2,4,41,3,33,1
2,4,1,1,61,1,10,14
3,2,0,2,25,4,0,2
3,3,2,1,67,12,20,6
1,2,4,1,57,27,39,5
3,3,2,3,10,12,0,10
1,1,3,1,1,15,46,3
3,2,2,1,3,9,8,9
4,0,2,4,24,13,9,0
3,0,0,1,63,5,24,1
0,1,1,1,13,7,8,8
4,1,3,3,26,25,4,0
2,2,2,1,21,1,28,19
0,4,3,4,16,5,17,0
4,1,0,3,53,32,16,14
0,1,3,0,10,8,19,4
4,2,0,0,16,14,18,2
4,4,3,1,42,20,14,0
4,4,1,4,53,4,31,11
2,1,0,1,87,12,33,2
3,0,1,2,32,3,2,2
0,2,2,0,66,5,24,32
3,4,4,4,8,16,7,9
2,0,4,1,25,0,6,1
1,4,2,4,13,13,26,1
1,4,3,0,18,13,5,9
3,4,3,4,9,15,12,23
4,0,0,3,89,0,29,36
2,0,0,2,6,18,9,15
3,4,2,1,28,8,5,19
0,2,3,2,5,8,15,13
2,0,3,0,85,13,2,10
3,3,1,0,58,0,18,8
1,4,2,0,6,9,8,2
4,2,2,3,0,14,10,14
1,3,2,1,26,26,11,0
2,4,0,0,25,2,3,10
2,3,0,0,18,21,16,14
4,4,4,1,6,34,8,17
1,4,1,4,15,33,11,5
0,0,3,3,8,11,32,9
3,3,1,3,18,3,7,5
3,4,3,4,6,4,30,25
0,1,4,3,18,8,3,20
2,4,3,2,39,4,20,3
2,2,4,2,14,2,8,0
2,1,2,0,33,76,14,11
4,2,2,3,31,5,10,11
0,3,0,1,11,6,6,0
1,0,1,1,54,8,27,3
4,2,0,0,69,20,16,9
4,0,4,3,7,12,14,3
2,2,1,1,41,2,16,1
3,4,3,1,18,48,8,1
1,3,4,1,13,11,7,25
0,3,4,1,34,19,10,2
4,2,1,4,47,11,4,16
2,0,4,0,17,10,22,32
1,4,2,3,22,7,8,0
2,3,0,0,27,19,22,8
3,2,4,0,7,12,24,5
1,0,0,3,37,7,4,4
4,4,2,2,64,2,0,0
1,0,0,1,61,14,20,2
2,4,1,3,50,6,10,39
1,4,1,1,51,10,12,0
4,1,1,0,9,11,1,2
0,4,3,0,51,14,35,10
1,3,1,1,16,0,9,3
1,4,3,0,37,14,28,13
3,0,4,3,45,4,9,11
1,1,2,3,34,48,7,5
1,0,1,1,32,26,7,9
2,4,3,0,30,22,18,5
2,3,2,0,14,5,13,8
4,4,2,0,77,8,4,5
